slutpris,avgift_kr,boarea_kvm,antal_rum,sald_datum,prisforandring_pct,pris_per_kvm,omrade,url,bostadstyp,raw_text,sald_ar,sald_manad,sald_kvartal,omrade_clean,kvm_per_rum,avgift_per_kvm,avgift_andel,sasong,budkrig,prissankt,storlek_kategori
2300000,5304.0,78.0,3.0,2025-03-07,15.0,29487.0,Lägenhet Centralt,https://www.hemnet.se/salda/lagenhet-3rum-centralt-orebro-kommun-klostergatan-20-2107158735300770608,lagenheter,"Såld 7 mar. 2025 Klostergatan 20 Lägenhet Centralt , Örebro kommun 78 m² 3 rum 5 304 kr/mån Slutpris 2 300 000 kr +15 % 29 487 kr/m² Svensk Fastighetsförmedling Örebro",2025,3,1,Centralt,26.0,68.0,2.77,vår,1,0,medel (60-80)
3085000,5558.0,112.8,5.0,2025-03-07,0.0,27349.0,Lägenhet Ormesta,https://www.hemnet.se/salda/lagenhet-5rum-ormesta-orebro-kommun-petrigatan-9-8338933941184116835,lagenheter,"Maps Data: Google © 2026 Såld 7 mar. 2025 Petrigatan 9 Lägenhet Ormesta, Örebro kommun 112,8 m² 5 rum 5 558 kr/mån Uteplats Slutpris 3 085 000 kr ±0 % 27 349 kr/m² Wallenstedt Fastighetsmäkleri",2025,3,1,Ormesta,22.6,49.3,2.16,vår,0,0,xl (100-150)
1800000,3982.0,74.0,3.0,2025-03-06,6.0,24324.0,Lägenhet Centralt Väster Örebro,https://www.hemnet.se/salda/lagenhet-3rum-centralt-vaster-orebro-orebro-kommun-gustavsgatan-28-3552719172720813090,lagenheter,"Såld 6 mar. 2025 Gustavsgatan 28 Lägenhet Centralt Väster Örebro, Örebro kommun 74 m² 3 rum 3 982 kr/mån Balkong Slutpris 1 800 000 kr +6 % 24 324 kr/m² Erik Olsson Fastighetsförmedling",2025,3,1,Centralt Väster Örebro,24.7,53.8,2.65,vår,1,0,medel (60-80)
1500000,4396.0,62.0,2.0,2025-03-05,0.0,24194.0,Lägenhet Väster,https://www.hemnet.se/salda/lagenhet-2rum-vaster-orebro-kommun-lertagsgatan-60-6451203647307126034,lagenheter,"Maps Data: Google © 2026 Såld 5 mar. 2025 Lertagsgatan 60 Lägenhet Väster, Örebro kommun 62 m² 2 rum 4 396 kr/mån Balkong Hiss Slutpris 1 500 000 kr ±0 % 24 194 kr/m² Mäklarhuset Örebro",2025,3,1,Väster,31.0,70.9,3.52,vår,0,0,medel (60-80)
1125000,3063.0,40.0,1.0,2025-03-05,-2.0,28125.0,B Lägenhet Centralt/Sörby/Eklunda,https://www.hemnet.se/salda/lagenhet-1rum-centralt-sorby-eklunda-orebro-kommun-hagmarksgatan-31b-2498566607864890881,lagenheter,"Såld 5 mar. 2025 Hagmarksgatan 31B Lägenhet Centralt/Sörby/Eklunda, Örebro kommun 40 m² 1 rum 3 063 kr/mån Balkong Slutpris 1 125 000 kr -2 % 28 125 kr/m² Mäklarhuset Örebro",2025,3,1,Lägenhet Centralt/Sörby/Eklunda,40.0,76.6,3.27,vår,0,1,mini (<40)
1765000,4975.0,71.0,3.0,2025-03-04,-7.0,24859.0,Lägenhet Ormesta,https://www.hemnet.se/salda/lagenhet-3rum-ormesta-orebro-kommun-olofsgatan-11-6552724769248232420,lagenheter,"Maps Data: Google © 2026 Såld 4 mar. 2025 Olofsgatan 11 Lägenhet Ormesta, Örebro kommun 71 m² 3 rum 4 975 kr/mån Balkong Hiss Slutpris 1 765 000 kr -7 % 24 859 kr/m² Nordå Fastighetsmäklare",2025,3,1,Ormesta,23.7,70.1,3.38,vår,0,1,medel (60-80)
1220000,3618.0,51.5,2.0,2025-03-02,-6.0,23689.0,Lägenhet Almby,https://www.hemnet.se/salda/lagenhet-2rum-almby-orebro-kommun-kyrkvardsvagen-6-4414155595677676177,lagenheter,"Maps Data: Google © 2026 Såld 2 mar. 2025 Kyrkvärdsvägen 6 Lägenhet Almby, Örebro kommun 51,5 m² 2 rum 3 618 kr/mån Balkong Hiss Slutpris 1 220 000 kr -6 % 23 689 kr/m² Mäklarhuset Örebro",2025,3,1,Almby,25.8,70.3,3.56,vår,0,1,liten (40-60)
1175000,4693.0,53.5,2.0,2025-02-28,-8.0,21963.0,B Lägenhet Sörby/Eklunda,https://www.hemnet.se/salda/lagenhet-2rum-sorby-eklunda-orebro-kommun-hagmarksgatan-9b-6683843665631655226,lagenheter,"Såld 28 feb. 2025 Hagmarksgatan 9B Lägenhet Sörby/Eklunda, Örebro kommun 53,5 m² 2 rum 4 693 kr/mån Balkong Slutpris 1 175 000 kr -8 % 21 963 kr/m² Erik Olsson Fastighetsförmedling",2025,2,1,Lägenhet Sörby/Eklunda,26.8,87.7,4.79,vinter,0,1,liten (40-60)
1795000,7482.0,81.0,4.0,2025-02-28,0.0,22160.0,L Lägenhet Örebro,https://www.hemnet.se/salda/lagenhet-4rum-adolfsberg-mosjo-orebro-kommun-skogstorpsvagen-6l-3044444185742915964,lagenheter,"Såld 28 feb. 2025 Skogstorpsvägen 6L Lägenhet Örebro, Örebro kommun 81 m² 4 rum 7 482 kr/mån Balkong Slutpris 1 795 000 kr ±0 % 22 160 kr/m² Erik Olsson Fastighetsförmedling",2025,2,1,Lägenhet Örebro,20.2,92.4,5.0,vinter,0,0,stor (80-100)
2110000,5104.0,77.0,3.0,2025-02-28,-4.0,27403.0,A Lägenhet Örebro,https://www.hemnet.se/salda/lagenhet-3rum-orebro-orebro-kommun-sodra-grev-rosengatan-60a-740247748032027533,lagenheter,"Såld 28 feb. 2025 Södra Grev Rosengatan 60A Lägenhet Örebro, Örebro kommun 77 m² 3 rum 5 104 kr/mån Balkong Hiss Slutpris 2 110 000 kr -4 % 27 403 kr/m² Svensk Fastighetsförmedling Örebro",2025,2,1,Lägenhet Örebro,25.7,66.3,2.9,vinter,0,1,medel (60-80)
2695000,7221.0,90.0,3.5,2025-02-27,0.0,29944.0,B Lägenhet Södra Ladugårdsängen,"https://www.hemnet.se/salda/lagenhet-3,5rum-sodra-ladugardsangen-orebro-kommun-gyrogatan-2b-773137217656476303",lagenheter,"Såld 27 feb. 2025 Gyrogatan 2B Lägenhet Södra Ladugårdsängen, Örebro kommun 90 m² 3,5 rum 7 221 kr/mån Balkong Hiss Slutpris 2 695 000 kr ±0 % 29 944 kr/m² Erik Olsson Fastighetsförmedling",2025,2,1,Lägenhet Södra Ladugårdsängen,25.7,80.2,3.22,vinter,0,0,stor (80-100)
1475000,3277.0,55.0,2.0,2025-02-27,-8.0,26818.0,Lägenhet Centralt Öster,https://www.hemnet.se/salda/lagenhet-2rum-centralt-oster-orebro-kommun-restalundsvagen-75-6318087646008472187,lagenheter,"Maps Data: Google © 2026 Såld 27 feb. 2025 Restalundsvägen 75 Lägenhet Centralt Öster, Örebro kommun 55 m² 2 rum 3 277 kr/mån Balkong Slutpris 1 475 000 kr -8 % 26 818 kr/m² Fastighetsbyrån Örebro",2025,2,1,Centralt Öster,27.5,59.6,2.67,vinter,0,1,liten (40-60)
2195000,5107.0,87.0,4.0,2025-02-27,0.0,25230.0,Lägenhet Sörbyängen,https://www.hemnet.se/salda/lagenhet-4rum-sorbyangen-orebro-kommun-peppargatan-36-1799670751387146460,lagenheter,"Maps Data: Google © 2026 Såld 27 feb. 2025 Peppargatan 36 Lägenhet Sörbyängen, Örebro kommun 87 m² 4 rum 5 107 kr/mån Balkong Hiss Slutpris 2 195 000 kr ±0 % 25 230 kr/m² Nordå Fastighetsmäklare",2025,2,1,Sörbyängen,21.8,58.7,2.79,vinter,0,0,stor (80-100)
1250000,5750.0,71.0,2.0,2025-02-27,-3.0,17606.0,Lägenhet Ladugårdsängen,https://www.hemnet.se/salda/lagenhet-2rum-ladugardsangen-orebro-kommun-ladugatan-10-4980838647418178359,lagenheter,"Maps Data: Google © 2026 Såld 27 feb. 2025 Ladugatan 10 Lägenhet Ladugårdsängen, Örebro kommun 71 m² 2 rum 5 750 kr/mån Balkong Hiss Slutpris 1 250 000 kr -3 % 17 606 kr/m² Nordå Fastighetsmäklare",2025,2,1,Ladugårdsängen,35.5,81.0,5.52,vinter,0,1,medel (60-80)
1850000,4446.0,62.0,2.0,2025-02-27,0.0,29839.0,B Lägenhet Örebro,https://www.hemnet.se/salda/lagenhet-2rum-orebro-orebro-kommun-kaserngarden-2b-4713603052237692769,lagenheter,"Såld 27 feb. 2025 Kaserngården 2B Lägenhet Örebro, Örebro kommun 62 m² 2 rum 4 446 kr/mån Balkong Hiss Slutpris 1 850 000 kr ±0 % 29 839 kr/m² Svensk Fastighetsförmedling Örebro",2025,2,1,Lägenhet Örebro,31.0,71.7,2.88,vinter,0,0,medel (60-80)
2000000,5518.0,102.5,4.0,2025-02-27,-5.0,19512.0,Lägenhet Adolfsberg,https://www.hemnet.se/salda/lagenhet-4rum-adolfsberg-orebro-kommun-mosasvagen-34-7456267007441830478,lagenheter,"Maps Data: Google © 2026 Såld 27 feb. 2025 Mosåsvägen 34 Lägenhet Adolfsberg, Örebro kommun 102,5 m² 4 rum 5 518 kr/mån Balkong Slutpris 2 000 000 kr -5 % 19 512 kr/m² Nordå Fastighetsmäklare",2025,2,1,Adolfsberg,25.6,53.8,3.31,vinter,0,1,xl (100-150)
3250000,4650.0,81.0,3.0,2025-02-26,-6.0,40123.0,c Lägenhet Centralt öster,https://www.hemnet.se/salda/lagenhet-3rum-centralt-oster-orebro-kommun-nygatan-63c-4880815106328977479,lagenheter,"Såld 26 feb. 2025 Nygatan 63c Lägenhet Centralt öster, Örebro kommun 81 m² 3 rum 4 650 kr/mån Slutpris 3 250 000 kr -6 % 40 123 kr/m² Mäklarhuset Örebro",2025,2,1,c Lägenhet Centralt öster,27.0,57.4,1.72,vinter,0,1,stor (80-100)
1025000,3386.0,64.0,2.0,2025-02-26,3.0,16016.0,Lägenhet Lundby,https://www.hemnet.se/salda/lagenhet-2rum-lundby-orebro-kommun-dolomitvagen-70-6513524138407636651,lagenheter,"Maps Data: Google © 2026 Såld 26 feb. 2025 Dolomitvägen 70 Lägenhet Lundby, Örebro kommun 64 m² 2 rum 3 386 kr/mån Balkong Uteplats Slutpris 1 025 000 kr +3 % 16 016 kr/m² Nordå Fastighetsmäklare",2025,2,1,Lundby,32.0,52.9,3.96,vinter,1,0,medel (60-80)
1800000,5874.0,85.0,3.0,2025-02-26,-14.0,21176.0,Lägenhet Centralt,https://www.hemnet.se/salda/lagenhet-3rum-centralt-orebro-kommun-tradgardsgatan-25-1989790414410580741,lagenheter,"Maps Data: Google © 2026 Såld 26 feb. 2025 Trädgårdsgatan 25 Lägenhet Centralt, Örebro kommun 85 m² 3 rum 5 874 kr/mån Balkong Hiss Slutpris 1 800 000 kr -14 % 21 176 kr/m² Nordå Fastighetsmäklare",2025,2,1,Centralt,28.3,69.1,3.92,vinter,0,1,stor (80-100)
2100000,6372.0,99.0,5.0,2025-02-26,-4.0,21212.0,B Lägenhet Södra Lindhult,https://www.hemnet.se/salda/lagenhet-5rum-sodra-lindhult-orebro-kommun-lars-pettravagen-7b-8396738653667430836,lagenheter,"Såld 26 feb. 2025 Lars-Pettravägen 7B Lägenhet Södra Lindhult, Örebro kommun 99 m² 5 rum 6 372 kr/mån Balkong Uteplats Slutpris 2 100 000 kr -4 % 21 212 kr/m² Erik Olsson Fastighetsförmedling",2025,2,1,Lägenhet Södra Lindhult,19.8,64.4,3.64,vinter,0,1,stor (80-100)
3250000,4370.0,80.0,3.0,2025-02-26,9.0,40625.0,Lägenhet Centralt,https://www.hemnet.se/salda/lagenhet-3rum-centralt-orebro-kommun-sodra-lillastrand-46-3271918656116035052,lagenheter,"Maps Data: Google © 2026 Såld 26 feb. 2025 Södra Lillåstrand 46 Lägenhet Centralt, Örebro kommun 80 m² 3 rum 4 370 kr/mån Balkong Hiss Slutpris 3 250 000 kr +9 % 40 625 kr/m² Fastighetsbyrån Örebro",2025,2,1,Centralt,26.7,54.6,1.61,vinter,1,0,medel (60-80)
1360000,3234.0,59.5,2.0,2025-02-26,-9.0,22857.0,Lägenhet Väster,https://www.hemnet.se/salda/lagenhet-2rum-vaster-orebro-kommun-vastmannagatan-7-1370271413142284091,lagenheter,"Såld 26 feb. 2025 Västmannagatan 7 Lägenhet Väster, Örebro kommun 59,5 m² 2 rum 3 234 kr/mån Balkong Slutpris 1 360 000 kr -9 % 22 857 kr/m² Erik Olsson Fastighetsförmedling",2025,2,1,Väster,29.8,54.4,2.85,vinter,0,1,liten (40-60)
1895000,4039.0,74.0,3.0,2025-02-26,0.0,25608.0,Lägenhet Centralt Väster Örebro,https://www.hemnet.se/salda/lagenhet-3rum-centralt-vaster-orebro-orebro-kommun-gustavsgatan-27-2159885509575522008,lagenheter,"Såld 26 feb. 2025 Gustavsgatan 27 Lägenhet Centralt Väster Örebro, Örebro kommun 74 m² 3 rum 4 039 kr/mån Balkong Slutpris 1 895 000 kr ±0 % 25 608 kr/m² Erik Olsson Fastighetsförmedling",2025,2,1,Centralt Väster Örebro,24.7,54.6,2.56,vinter,0,0,medel (60-80)
2150000,5339.0,66.0,3.0,2025-02-26,-2.0,32576.0,Lägenhet Almby,https://www.hemnet.se/salda/lagenhet-3rum-almby-orebro-kommun-bjorkmansgatan-10-5440867512701824977,lagenheter,"Såld 26 feb. 2025 Björkmansgatan 10 Lägenhet Almby, Örebro kommun 66 m² 3 rum 5 339 kr/mån Balkong Hiss Slutpris 2 150 000 kr -2 % 32 576 kr/m² Erik Olsson Fastighetsförmedling",2025,2,1,Almby,22.0,80.9,2.98,vinter,0,1,medel (60-80)
2595000,5887.0,84.0,2.0,2025-02-26,0.0,30893.0,A Lägenhet Centralt,https://www.hemnet.se/salda/lagenhet-2rum-centralt-orebro-kommun-storgatan-10a-7107369432690243353,lagenheter,"Maps Data: Google © 2026 Såld 26 feb. 2025 Storgatan 10A Lägenhet Centralt, Örebro kommun 84 m² 2 rum 5 887 kr/mån Balkong Hiss Slutpris 2 595 000 kr ±0 % 30 893 kr/m² Nordå Fastighetsmäklare",2025,2,1,Lägenhet Centralt,42.0,70.1,2.72,vinter,0,0,stor (80-100)
1695000,3454.0,58.0,2.0,2025-02-26,0.0,29224.0,Eklunda,https://www.hemnet.se/salda/lagenhet-2rum-sorby-eklunda-orebro-kommun-restalundsvagen-97a-6099648492958664377,lagenheter,"Såld 26 feb. 2025 Restalundsvägen 97A Lägenhet Sörby-Eklunda, Örebro kommun 58 m² 2 rum 3 454 kr/mån Balkong Slutpris 1 695 000 kr ±0 % 29 224 kr/m² LF Fastighetsförmedling Örebro",2025,2,1,Eklunda,29.0,59.6,2.45,vinter,0,0,liten (40-60)
3175000,5700.0,98.0,4.0,2025-02-25,6.0,32398.0,Lägenhet Norr/Rynninge,https://www.hemnet.se/salda/lagenhet-4rum-norr-rynninge-orebro-kommun-venavagen-22-4223401024817575919,lagenheter,"Maps Data: Google © 2026 Såld 25 feb. 2025 Venavägen 22 Lägenhet Norr/Rynninge, Örebro kommun 98 m² 4 rum 5 700 kr/mån Slutpris 3 175 000 kr +6 % 32 398 kr/m² Mäklarhuset Örebro",2025,2,1,Norr/Rynninge,24.5,58.2,2.15,vinter,1,0,stor (80-100)
1600000,4127.0,51.0,2.0,2025-02-24,-6.0,31373.0,Disponentparken,https://www.hemnet.se/salda/lagenhet-2rum-almby-disponentparken-orebro-kommun-bjorkmansgatan-6-6714303809209369857,lagenheter,"Maps Data: Google © 2026 Såld 24 feb. 2025 Björkmansgatan 6 Lägenhet Almby - Disponentparken, Örebro kommun 51 m² 2 rum 4 127 kr/mån Uteplats Hiss Slutpris 1 600 000 kr -6 % 31 373 kr/m² Mäklarhuset Örebro",2025,2,1,Disponentparken,25.5,80.9,3.1,vinter,0,1,liten (40-60)
2200000,5551.0,66.0,3.0,2025-02-24,5.0,33333.0,b Lägenhet Ormesta,https://www.hemnet.se/salda/lagenhet-3rum-ormesta-orebro-kommun-britagatan-8b-5630140569885909313,lagenheter,"Maps Data: Google © 2026 Såld 24 feb. 2025 Britagatan 8b Lägenhet Ormesta, Örebro kommun 66 m² 3 rum 5 551 kr/mån Slutpris 2 200 000 kr +5 % 33 333 kr/m² Mäklarhuset Örebro",2025,2,1,b Lägenhet Ormesta,22.0,84.1,3.03,vinter,1,0,medel (60-80)
2600000,5229.0,82.0,3.0,2025-02-24,-2.0,31707.0,B Lägenhet Sörby,https://www.hemnet.se/salda/lagenhet-3rum-sorby-orebro-kommun-hemmansvagen-40b-7408603878124544097,lagenheter,"Maps Data: Google © 2026 Såld 24 feb. 2025 Hemmansvägen 40B Lägenhet Sörby, Örebro kommun 82 m² 3 rum 5 229 kr/mån Balkong Hiss Slutpris 2 600 000 kr -2 % 31 707 kr/m² Nordå Fastighetsmäklare",2025,2,1,Lägenhet Sörby,27.3,63.8,2.41,vinter,0,1,stor (80-100)
1750000,4530.0,56.0,2.0,2025-02-23,-3.0,31250.0,Lägenhet Näsby,https://www.hemnet.se/salda/lagenhet-2rum-nasby-orebro-kommun-bjorkmansgatan-8-4724714999393831450,lagenheter,"Maps Data: Google © 2026 Såld 23 feb. 2025 Björkmansgatan 8 Lägenhet Näsby, Örebro kommun 56 m² 2 rum 4 530 kr/mån Balkong Hiss Slutpris 1 750 000 kr -3 % 31 250 kr/m² Nordå Fastighetsmäklare",2025,2,1,Näsby,28.0,80.9,3.11,vinter,0,1,liten (40-60)
1400000,4309.0,61.0,2.0,2025-02-23,-6.0,22951.0,Lägenhet Väster,https://www.hemnet.se/salda/lagenhet-2rum-vaster-orebro-kommun-lertagsgatan-54-473793523042297835,lagenheter,"Maps Data: Google © 2026 Såld 23 feb. 2025 Lertagsgatan 54 Lägenhet Väster, Örebro kommun 61 m² 2 rum 4 309 kr/mån Uteplats Hiss Slutpris 1 400 000 kr -6 % 22 951 kr/m² Lejons Mäkleri",2025,2,1,Väster,30.5,70.6,3.69,vinter,0,1,medel (60-80)
1100000,8337.0,107.5,5.0,2025-02-21,-8.0,10233.0,Lägenhet Hovsta,https://www.hemnet.se/salda/lagenhet-5rum-hovsta-orebro-kommun-lundhagsvagen-148-7914389913728487076,lagenheter,"Maps Data: Google © 2026 Såld 21 feb. 2025 Lundhagsvägen 148 Lägenhet Hovsta, Örebro kommun 107,5 m² 5 rum 8 337 kr/mån Uteplats Slutpris 1 100 000 kr -8 % 10 233 kr/m² Wallenstedt Fastighetsmäkleri",2025,2,1,Hovsta,21.5,77.6,9.09,vinter,0,1,xl (100-150)
1425000,3417.0,59.0,2.0,2025-02-21,-5.0,24153.0,Lägenhet Öster,https://www.hemnet.se/salda/lagenhet-2rum-oster-orebro-kommun-restalundsvagen-77-8714032243416869311,lagenheter,"Såld 21 feb. 2025 Restalundsvägen 77 Lägenhet Öster, Örebro kommun 59 m² 2 rum 3 417 kr/mån Balkong Slutpris 1 425 000 kr -5 % 24 153 kr/m² Wallenstedt Fastighetsmäkleri",2025,2,1,Öster,29.5,57.9,2.88,vinter,0,1,liten (40-60)
1700000,4470.0,79.0,3.0,2025-02-21,-5.0,21519.0,Lägenhet Adolfsberg/Nasta,https://www.hemnet.se/salda/lagenhet-3rum-adolfsberg-nasta-orebro-kommun-mosasvagen-86-824632998411364093,lagenheter,"Såld 21 feb. 2025 Mosåsvägen 86 Lägenhet Adolfsberg/Nasta, Örebro kommun 79 m² 3 rum 4 470 kr/mån Balkong Slutpris 1 700 000 kr -5 % 21 519 kr/m² LF Fastighetsförmedling Örebro",2025,2,1,Adolfsberg/Nasta,26.3,56.6,3.16,vinter,0,1,medel (60-80)
2400000,5648.0,102.5,4.0,2025-02-21,-2.0,23415.0,Lägenhet Adolfsberg,https://www.hemnet.se/salda/lagenhet-4rum-adolfsberg-orebro-kommun-mosasvagen-30-2815784669975216239,lagenheter,"Såld 21 feb. 2025 Mosåsvägen 30 Lägenhet Adolfsberg, Örebro kommun 102,5 m² 4 rum 5 648 kr/mån Balkong Slutpris 2 400 000 kr -2 % 23 415 kr/m² Erik Olsson Fastighetsförmedling",2025,2,1,Adolfsberg,25.6,55.1,2.82,vinter,0,1,xl (100-150)
1825000,4636.0,71.5,2.0,2025-02-21,-9.0,25524.0,Lägenhet Centralt,https://www.hemnet.se/salda/lagenhet-2rum-centralt-orebro-kommun-manillagatan-30-7541702780596990195,lagenheter,"Såld 21 feb. 2025 Manillagatan 30 Lägenhet Centralt, Örebro kommun 71,5 m² 2 rum 4 636 kr/mån Balkong Hiss Slutpris 1 825 000 kr -9 % 25 524 kr/m² SkandiaMäklarna Örebro",2025,2,1,Centralt,35.8,64.8,3.05,vinter,0,1,medel (60-80)
1400000,4937.0,84.0,3.0,2025-02-21,-6.0,16667.0,Lägenhet Mellringe,https://www.hemnet.se/salda/lagenhet-3rum-mellringe-orebro-kommun-irisgatan-96-9183266744786950967,lagenheter,"Såld 21 feb. 2025 Irisgatan 96 Lägenhet Mellringe, Örebro kommun 84 m² 3 rum 4 937 kr/mån Balkong Slutpris 1 400 000 kr -6 % 16 667 kr/m² Wallenstedt Fastighetsmäkleri",2025,2,1,Mellringe,28.0,58.8,4.23,vinter,0,1,stor (80-100)
2395000,4812.0,83.5,3.0,2025-02-20,-4.0,28683.0,Lägenhet Sörbyängen,https://www.hemnet.se/salda/lagenhet-3rum-sorbyangen-orebro-kommun-karlsdalsallen-63-5417721099134202431,lagenheter,"Maps Data: Google © 2026 Såld 20 feb. 2025 Karlsdalsallén 63 Lägenhet Sörbyängen, Örebro kommun 83,5 m² 3 rum 4 812 kr/mån Balkong Hiss Slutpris 2 395 000 kr -4 % 28 683 kr/m² Wallenstedt Fastighetsmäkleri",2025,2,1,Sörbyängen,27.8,57.6,2.41,vinter,0,1,stor (80-100)
2140000,4132.0,70.0,3.0,2025-02-20,2.0,30571.0,Lägenhet Sörby/Eklunda,https://www.hemnet.se/salda/lagenhet-3rum-sorby-eklunda-orebro-kommun-restalundsvagen-73-4555248198152527628,lagenheter,"Såld 20 feb. 2025 Restalundsvägen 73 Lägenhet Sörby/Eklunda, Örebro kommun 70 m² 3 rum 4 132 kr/mån Balkong Slutpris 2 140 000 kr +2 % 30 571 kr/m² Sjöstens Fastighetsförmedling",2025,2,1,Sörby/Eklunda,23.3,59.0,2.32,vinter,1,0,medel (60-80)
1725000,5531.0,79.0,4.0,2025-02-20,-4.0,21835.0,O Lägenhet Södra Bettorp,https://www.hemnet.se/salda/lagenhet-4rum-sodra-bettorp-orebro-kommun-kornellvagen-43-o-407148061076428580,lagenheter,"Maps Data: Google © 2026 Såld 20 feb. 2025 Kornellvägen 43 O Lägenhet Södra Bettorp, Örebro kommun 79 m² 4 rum 5 531 kr/mån Balkong Uteplats Hiss Slutpris 1 725 000 kr -4 % 21 835 kr/m² Fastighetsbyrån Örebro",2025,2,1,Lägenhet Södra Bettorp,19.8,70.0,3.85,vinter,0,1,medel (60-80)
1150000,6203.0,75.0,3.0,2025-02-19,-4.0,15333.0,Lägenhet Väster,https://www.hemnet.se/salda/lagenhet-3rum-vaster-orebro-kommun-vastra-nobelgatan-32-8474633675853753310,lagenheter,"Maps Data: Google © 2026 Såld 19 feb. 2025 Västra Nobelgatan 32 Lägenhet Väster, Örebro kommun 75 m² 3 rum 6 203 kr/mån Hiss Slutpris 1 150 000 kr -4 % 15 333 kr/m² Fastighetsbyrån Örebro",2025,2,1,Väster,25.0,82.7,6.47,vinter,0,1,medel (60-80)
1495000,2089.0,37.0,1.0,2025-02-17,0.0,40405.0,B Lägenhet Centralt,https://www.hemnet.se/salda/lagenhet-1rum-centralt-orebro-kommun-storgatan-12b-7682601688946909973,lagenheter,"Såld 17 feb. 2025 Storgatan 12B Lägenhet Centralt, Örebro kommun 37 m² 1 rum 2 089 kr/mån Slutpris 1 495 000 kr ±0 % 40 405 kr/m² LF Fastighetsförmedling Örebro",2025,2,1,Lägenhet Centralt,37.0,56.5,1.68,vinter,0,0,mini (<40)
2400000,5203.0,82.8,4.0,2025-02-17,2.0,28986.0,D Lägenhet Rynningeåsen,https://www.hemnet.se/salda/lagenhet-4rum-rynningeasen-orebro-kommun-myrbacksgatan-21d-5263896717597539584,lagenheter,"Såld 17 feb. 2025 Myrbacksgatan 21D Lägenhet Rynningeåsen, Örebro kommun 82,8 m² 4 rum 5 203 kr/mån Balkong Slutpris 2 400 000 kr +2 % 28 986 kr/m² Erik Olsson Fastighetsförmedling",2025,2,1,Lägenhet Rynningeåsen,20.7,62.8,2.6,vinter,1,0,stor (80-100)
1295000,3634.0,52.5,2.0,2025-02-14,0.0,24667.0,A Lägenhet Eklunda / Sörby,https://www.hemnet.se/salda/lagenhet-2rum-eklunda-sorby-orebro-kommun-hagmarksgatan-29-a-4226827151916584815,lagenheter,"Såld 14 feb. 2025 Hagmarksgatan 29 A Lägenhet Eklunda / Sörby, Örebro kommun 52,5 m² 2 rum 3 634 kr/mån Balkong Slutpris 1 295 000 kr ±0 % 24 667 kr/m² Mäklarhuset Örebro",2025,2,1,Lägenhet Eklunda / Sörby,26.2,69.2,3.37,vinter,0,0,liten (40-60)
1800000,7868.0,94.0,3.0,2025-02-14,6.0,19149.0,F Lägenhet Väster Park,https://www.hemnet.se/salda/lagenhet-3rum-vaster-park-orebro-kommun-karlsgatan-32-f-1082504080838868673,lagenheter,"Såld 14 feb. 2025 Karlsgatan 32 F Lägenhet Väster Park, Örebro kommun 94 m² 3 rum 7 868 kr/mån Balkong Hiss Slutpris 1 800 000 kr +6 % 19 149 kr/m² Mäklarhuset Örebro",2025,2,1,Lägenhet Väster Park,31.3,83.7,5.25,vinter,1,0,stor (80-100)
1695000,4108.0,50.2,2.0,2025-02-14,0.0,33765.0,F Lägenhet Örebro,https://www.hemnet.se/salda/lagenhet-2rum-almby-norrbyas-orebro-kommun-barkaregatan-36f-7962019823179043262,lagenheter,"Såld 14 feb. 2025 Barkaregatan 36F Lägenhet Örebro, Örebro kommun 50,2 m² 2 rum 4 108 kr/mån Balkong Slutpris 1 695 000 kr ±0 % 33 765 kr/m² Sjöstens Fastighetsförmedling",2025,2,1,Lägenhet Örebro,25.1,81.8,2.91,vinter,0,0,liten (40-60)
2325000,4815.0,76.5,3.0,2025-02-14,1.0,30392.0,Lägenhet Sörbyängen,https://www.hemnet.se/salda/lagenhet-3rum-sorbyangen-orebro-kommun-karlsdalsallen-61-5388209490293717162,lagenheter,"Maps Data: Google © 2026 Såld 14 feb. 2025 Karlsdalsallén 61 Lägenhet Sörbyängen, Örebro kommun 76,5 m² 3 rum 4 815 kr/mån Balkong Hiss Slutpris 2 325 000 kr +1 % 30 392 kr/m² Nordå Fastighetsmäklare",2025,2,1,Sörbyängen,25.5,62.9,2.49,vinter,1,0,medel (60-80)
1975000,4305.0,74.0,3.0,2025-02-14,-6.0,26689.0,Lägenhet Sörby/Eklunda,https://www.hemnet.se/salda/lagenhet-3rum-sorby-eklunda-orebro-kommun-restalundsvagen-69-571884900632893748,lagenheter,"Såld 14 feb. 2025 Restalundsvägen 69 Lägenhet Sörby/Eklunda, Örebro kommun 74 m² 3 rum 4 305 kr/mån Balkong Slutpris 1 975 000 kr -6 % 26 689 kr/m² Erik Olsson Fastighetsförmedling",2025,2,1,Sörby/Eklunda,24.7,58.2,2.62,vinter,0,1,medel (60-80)
1395000,5837.0,79.0,3.0,2025-02-14,0.0,17658.0,Lägenhet Örebro,https://www.hemnet.se/salda/lagenhet-3rum-orebro-orebro-kommun-ledgrand-3-7599806610720696831,lagenheter,"Såld 14 feb. 2025 Ledgränd 3 Lägenhet Örebro, Örebro kommun 79 m² 3 rum 5 837 kr/mån Uteplats Slutpris 1 395 000 kr ±0 % 17 658 kr/m² Svensk Fastighetsförmedling Örebro",2025,2,1,Örebro,26.3,73.9,5.02,vinter,0,0,medel (60-80)
