slutpris,avgift_kr,boarea_kvm,antal_rum,sald_datum,prisforandring_pct,pris_per_kvm,omrade,url,bostadstyp,raw_text,sald_ar,sald_manad,sald_kvartal,omrade_clean,kvm_per_rum,avgift_per_kvm,avgift_andel,sasong,budkrig,prissankt,storlek_kategori
2500000,0.0,109.0,4.0,2021-10-01,19.0,22936.0,Villa Lundby,https://www.hemnet.se/salda/villa-4rum-lundby-orebro-kommun-blyglansvagen-25-1469282,villor,"Maps Data: Google © 2026 Såld 1 okt. 2021 Blyglansvägen 25 Villa Lundby, Örebro kommun 109 m² 4 rum 385 m² Slutpris 2 500 000 kr +19 % LF Fastighetsförmedling Örebro",2021,10,4,Lundby,27.2,0.0,0.0,höst,1,0,xl (100-150)
4750000,0.0,140.0,5.0,2021-10-01,-5.0,33929.0,Almby,https://www.hemnet.se/salda/villa-5rum-ekeby-almby-orebro-kommun-blacksvampsvagen-2-1472283,villor,"Maps Data: Google © 2026 Såld 1 okt. 2021 Bläcksvampsvägen 2 Villa Ekeby-Almby, Örebro kommun 140+57 m² 5 rum 2 943 m² Slutpris 4 750 000 kr -5 % Mäklarhuset Örebro",2021,10,4,Almby,28.0,0.0,0.0,höst,0,1,xl (100-150)
3150000,0.0,76.0,3.0,2021-09-30,18.0,41447.0,Villa Nya Hjärsta,https://www.hemnet.se/salda/villa-3rum-nya-hjarsta-orebro-kommun-fagelbarsgatan-80-1468776,villor,"Maps Data: Google © 2026 Såld 30 sep. 2021 Fågelbärsgatan 80 Villa Nya Hjärsta, Örebro kommun 76+43 m² 3 rum 671 m² Slutpris 3 150 000 kr +18 % Fastighetsbyrån Örebro",2021,9,3,Nya Hjärsta,25.3,0.0,0.0,höst,1,0,medel (60-80)
3950000,0.0,121.0,4.0,2021-09-30,32.0,32645.0,Villa Vintrosa,https://www.hemnet.se/salda/villa-4rum-vintrosa-orebro-kommun-vintrosa-gotavi-284-1468172,villor,"Maps Data: Google © 2026 Såld 30 sep. 2021 Vintrosa-Götavi 284 Villa Vintrosa, Örebro kommun 121 m² 4 rum 1,2 ha Slutpris 3 950 000 kr +32 % LF Fastighetsförmedling Örebro",2021,9,3,Vintrosa,30.2,0.0,0.0,höst,1,0,xl (100-150)
3000000,0.0,74.0,3.0,2021-09-30,-6.0,40541.0,Villa Lillån,https://www.hemnet.se/salda/villa-3rum-lillan-orebro-kommun-backvagen-20-1468005,villor,"Maps Data: Google © 2026 Såld 30 sep. 2021 Bäckvägen 20 Villa Lillån, Örebro kommun 74+74 m² 3 rum 1 018 m² Slutpris 3 000 000 kr -6 % Mäklarhuset Örebro",2021,9,3,Lillån,24.7,0.0,0.0,höst,0,1,medel (60-80)
4615000,0.0,160.0,5.0,2021-09-29,10.0,28844.0,Villa Resta,https://www.hemnet.se/salda/villa-5rum-resta-orebro-kommun-resta-126-1467833,villor,"Maps Data: Google © 2026 Såld 29 sep. 2021 Resta 126 Villa Resta, Örebro kommun 160 m² 5 rum 3 627 m² Slutpris 4 615 000 kr +10 % Mäklarhuset Örebro",2021,9,3,Resta,32.0,0.0,0.0,höst,1,0,xxl (150+)
2465000,0.0,85.0,3.0,2021-09-28,-5.0,29000.0,Villa Glanshammar,https://www.hemnet.se/salda/villa-3rum-glanshammar-orebro-kommun-osterbyvagen-8-1466756,villor,"Maps Data: Google © 2026 Såld 28 sep. 2021 Österbyvägen 8 Villa Glanshammar, Örebro kommun 85 m² 3 rum 1 494 m² Uteplats Slutpris 2 465 000 kr -5 % Fastighetsbyrån Örebro",2021,9,3,Glanshammar,28.3,0.0,0.0,höst,0,1,stor (80-100)
6100000,0.0,167.0,5.0,2021-09-28,6.0,36527.0,Almby,https://www.hemnet.se/salda/villa-5rum-ekeby-almby-orebro-kommun-gamla-hjalmarvagen-44-1466212,villor,"Såld 28 sep. 2021 Gamla Hjälmarvägen 44 Villa Ekeby-Almby, Örebro kommun 167 m² 5 rum 2 430 m² Slutpris 6 100 000 kr +6 % Erik Olsson Fastighetsförmedling",2021,9,3,Almby,33.4,0.0,0.0,höst,1,0,xxl (150+)
5210000,0.0,138.0,7.0,2021-09-28,12.0,37754.0,Villa Norra Bro,https://www.hemnet.se/salda/villa-7rum-norra-bro-orebro-kommun-anders-petters-vag-42-1470334,villor,"Maps Data: Google © 2026 Såld 28 sep. 2021 Anders Petters väg 42 Villa Norra Bro, Örebro kommun 138 m² 7 rum 876 m² Slutpris 5 210 000 kr +12 % LF Fastighetsförmedling Örebro",2021,9,3,Norra Bro,19.7,0.0,0.0,höst,1,0,xl (100-150)
4500000,0.0,89.0,4.0,2021-09-28,7.0,50562.0,Villa Ringstorp,https://www.hemnet.se/salda/villa-4rum-ringstorp-orebro-kommun-pettersbergsvagen-3-1466486,villor,"Såld 28 sep. 2021 Pettersbergsvägen 3 Villa Ringstorp, Örebro kommun 89+89 m² 4 rum 593 m² Slutpris 4 500 000 kr +7 % Erik Olsson Fastighetsförmedling",2021,9,3,Ringstorp,22.2,0.0,0.0,höst,1,0,stor (80-100)
4950000,0.0,137.0,4.0,2021-09-27,5.0,36131.0,Villa Norra Bro,https://www.hemnet.se/salda/villa-4rum-norra-bro-orebro-kommun-anders-petters-vag-16-1465588,villor,"Maps Data: Google © 2026 Såld 27 sep. 2021 Anders Petters väg 16 Villa Norra Bro, Örebro kommun 137 m² 4 rum 855 m² Slutpris 4 950 000 kr +5 % Bjurfors Örebro",2021,9,3,Norra Bro,34.2,0.0,0.0,höst,1,0,xl (100-150)
3800000,0.0,130.0,7.0,2021-09-27,3.0,29231.0,Villa Lundby,https://www.hemnet.se/salda/villa-7rum-lundby-orebro-kommun-blodstensvagen-4-1465503,villor,"Maps Data: Google © 2026 Såld 27 sep. 2021 Blodstensvägen 4 Villa Lundby, Örebro kommun 130+33 m² 7 rum 601 m² Slutpris 3 800 000 kr +3 % Mäklarhuset Örebro",2021,9,3,Lundby,18.6,0.0,0.0,höst,1,0,xl (100-150)
3150000,0.0,105.0,4.0,2021-09-26,9.0,30000.0,Villa Resta,https://www.hemnet.se/salda/villa-4rum-resta-orebro-kommun-resta-304-1464766,villor,"Maps Data: Google © 2026 Såld 26 sep. 2021 Resta 304 Villa Resta, Örebro kommun 105+145 m² 4 rum 4 113 m² Slutpris 3 150 000 kr +9 % Bjurfors Örebro",2021,9,3,Resta,26.2,0.0,0.0,höst,1,0,xl (100-150)
1550000,0.0,70.0,4.0,2021-09-24,20.0,22143.0,Villa Stora Mellösa,https://www.hemnet.se/salda/villa-4rum-stora-mellosa-orebro-kommun-lindovagen-10-1464199,villor,"Såld 24 sep. 2021 Lindövägen 10 Villa Stora Mellösa, Örebro kommun 70+14 m² 4 rum 1 756 m² Uteplats Slutpris 1 550 000 kr +20 % Svensk Fastighetsförmedling Örebro",2021,9,3,Stora Mellösa,17.5,0.0,0.0,höst,1,0,medel (60-80)
3250000,0.0,111.0,4.0,2021-09-24,14.0,29279.0,Villa Hovsta,https://www.hemnet.se/salda/villa-4rum-hovsta-orebro-kommun-stinsvagen-27-1464167,villor,"Maps Data: Google © 2026 Såld 24 sep. 2021 Stinsvägen 27 Villa Hovsta, Örebro kommun 111 m² 4 rum 224 m² Slutpris 3 250 000 kr +14 % LF Fastighetsförmedling Örebro",2021,9,3,Hovsta,27.8,0.0,0.0,höst,1,0,xl (100-150)
3890000,0.0,180.0,7.0,2021-09-24,56.0,21611.0,Villa Förlunda,https://www.hemnet.se/salda/villa-7rum-forlunda-orebro-kommun-forlunda-516-1464393,villor,"Maps Data: Google © 2026 Såld 24 sep. 2021 Förlunda 516 Villa Förlunda, Örebro kommun 180 m² 7 rum 7 247 m² Slutpris 3 890 000 kr +56 % Mäklarhuset Örebro",2021,9,3,Förlunda,25.7,0.0,0.0,höst,1,0,xxl (150+)
4000000,0.0,108.0,6.0,2021-09-20,21.0,37037.0,Villa Vintrosa,https://www.hemnet.se/salda/villa-6rum-vintrosa-orebro-kommun-rastorpsvagen-14-1460829,villor,"Maps Data: Google © 2026 Såld 20 sep. 2021 Rastorpsvägen 14 Villa Vintrosa, Örebro kommun 108+108 m² 6 rum 1 025 m² Slutpris 4 000 000 kr +21 % LF Fastighetsförmedling Örebro",2021,9,3,Vintrosa,18.0,0.0,0.0,höst,1,0,xl (100-150)
3850000,0.0,103.0,4.0,2021-09-17,4.0,37379.0,Brunnsgärdet,https://www.hemnet.se/salda/villa-4rum-adolfsberg-brunnsgardet-orebro-kommun-parklyckevagen-25-1459677,villor,"Såld 17 sep. 2021 Parklyckevägen 25 Villa Adolfsberg-Brunnsgärdet, Örebro kommun 103+10 m² 4 rum 207 m² Slutpris 3 850 000 kr +4 % Svensk Fastighetsförmedling Örebro",2021,9,3,Brunnsgärdet,25.8,0.0,0.0,höst,1,0,xl (100-150)
5300000,0.0,104.0,6.0,2021-09-17,33.0,50962.0,Villa Örebro,https://www.hemnet.se/salda/villa-6rum-orebro-orebro-kommun-karsta-202-1459483,villor,"Såld 17 sep. 2021 Kårsta 202 Villa Örebro, Örebro kommun 104 m² 6 rum 6 325 m² Slutpris 5 300 000 kr +33 % Svensk Fastighetsförmedling Örebro",2021,9,3,Örebro,17.3,0.0,0.0,höst,1,0,xl (100-150)
2720000,0.0,80.0,3.0,2021-09-17,36.0,34000.0,Villa Örebro,https://www.hemnet.se/salda/villa-3rum-orebro-kommun-raberga-209-1459367,villor,"Maps Data: Google © 2026 Såld 17 sep. 2021 Råberga 209 Villa Örebro, Örebro kommun 80+33 m² 3 rum 2 043 m² Slutpris 2 720 000 kr +36 % Notar",2021,9,3,Örebro,26.7,0.0,0.0,höst,1,0,medel (60-80)
5350000,0.0,195.0,8.0,2021-09-17,9.0,27436.0,B Villa Norra Bro,https://www.hemnet.se/salda/villa-8rum-norra-bro-orebro-kommun-norra-bro-424b-1459063,villor,"Såld 17 sep. 2021 Norra Bro 424B Villa Norra Bro, Örebro kommun 195 m² 8 rum 1 141 m² Slutpris 5 350 000 kr +9 % Erik Olsson Fastighetsförmedling",2021,9,3,Villa Norra Bro,24.4,0.0,0.0,höst,1,0,xxl (150+)
4800000,0.0,170.0,5.0,2021-09-17,0.0,28235.0,Villa Nya Hjärsta,https://www.hemnet.se/salda/villa-5rum-nya-hjarsta-orebro-kommun-odlarstigen-9-1461910,villor,"Maps Data: Google © 2026 Såld 17 sep. 2021 Odlarstigen 9 Villa Nya Hjärsta, Örebro kommun 170+89 m² 5 rum 1 081 m² Slutpris 4 800 000 kr ±0 % Mäklarhuset Örebro",2021,9,3,Nya Hjärsta,34.0,0.0,0.0,höst,0,0,xxl (150+)
3050000,0.0,143.0,5.0,2021-09-17,2.0,21329.0,Villa Resta,https://www.hemnet.se/salda/villa-5rum-resta-orebro-kommun-resta-308-1459960,villor,"Maps Data: Google © 2026 Såld 17 sep. 2021 Resta 308 Villa Resta, Örebro kommun 143 m² 5 rum 1 750 m² Slutpris 3 050 000 kr +2 % Mäklarhuset Örebro",2021,9,3,Resta,28.6,0.0,0.0,höst,1,0,xl (100-150)
3350000,0.0,124.0,5.0,2021-09-16,5.0,27016.0,Villa Glanshammar,https://www.hemnet.se/salda/villa-5rum-glanshammar-orebro-kommun-nedergarda-326-1457928,villor,"Maps Data: Google © 2026 Såld 16 sep. 2021 Nedergårda 326 Villa Glanshammar, Örebro kommun 124+60 m² 5 rum 2 328 m² Slutpris 3 350 000 kr +5 % Bjurfors Örebro",2021,9,3,Glanshammar,24.8,0.0,0.0,höst,1,0,xl (100-150)
3395000,0.0,134.0,5.0,2021-09-15,0.0,25336.0,Villa Nora,https://www.hemnet.se/salda/villa-5rum-orebro-kommun-ramshyttan-924-1457598,villor,"Maps Data: Google © 2026 Såld 15 sep. 2021 Ramshyttan 924 Villa Nora, Örebro kommun 134+82 m² 5 rum 2 259 m² Slutpris 3 395 000 kr ±0 % Lejons Mäkleri",2021,9,3,Nora,26.8,0.0,0.0,höst,0,0,xl (100-150)
3630000,0.0,125.0,5.0,2021-09-15,23.0,29040.0,Villa Hovsta,https://www.hemnet.se/salda/villa-5rum-hovsta-orebro-kommun-lundhagsvagen-16-1457780,villor,"Maps Data: Google © 2026 Såld 15 sep. 2021 Lundhagsvägen 16 Villa Hovsta, Örebro kommun 125 m² 5 rum 313 m² Slutpris 3 630 000 kr +23 % Mäklarhuset Örebro",2021,9,3,Hovsta,25.0,0.0,0.0,höst,1,0,xl (100-150)
3700000,0.0,69.0,3.0,2021-09-14,-14.0,53623.0,Villa Sörby,https://www.hemnet.se/salda/villa-3rum-sorby-orebro-kommun-landstormsvagen-21-1456069,villor,"Såld 14 sep. 2021 Landstormsvägen 21 Villa Sörby, Örebro kommun 69+75 m² 3 rum 730 m² Slutpris 3 700 000 kr -14 % Erik Olsson Fastighetsförmedling",2021,9,3,Sörby,23.0,0.0,0.0,höst,0,1,medel (60-80)
2200000,0.0,109.0,4.0,2021-09-14,10.0,20183.0,Villa Framnäs,https://www.hemnet.se/salda/villa-4rum-framnas-orebro-kommun-framnasudden-2-1455910,villor,"Maps Data: Google © 2026 Såld 14 sep. 2021 Framnäsudden 2 Villa Framnäs, Örebro kommun 109 m² 4 rum 1 702 m² Slutpris 2 200 000 kr +10 % LF Fastighetsförmedling Örebro",2021,9,3,Framnäs,27.2,0.0,0.0,höst,1,0,xl (100-150)
4100000,0.0,112.0,5.0,2021-09-14,3.0,36607.0,Villa Ringstorp,https://www.hemnet.se/salda/villa-5rum-ringstorp-orebro-kommun-utmarksvagen-15-1457660,villor,"Maps Data: Google © 2026 Såld 14 sep. 2021 Utmarksvägen 15 Villa Ringstorp, Örebro kommun 112+73 m² 5 rum 400 m² Slutpris 4 100 000 kr +3 % Mäklarhuset Örebro",2021,9,3,Ringstorp,22.4,0.0,0.0,höst,1,0,xl (100-150)
6050000,0.0,127.0,4.0,2021-09-13,8.0,47638.0,Villa Sörby,https://www.hemnet.se/salda/villa-4rum-sorby-orebro-kommun-flygaregatan-11-1455538,villor,"Såld 13 sep. 2021 Flygaregatan 11 Villa Sörby, Örebro kommun 127+114 m² 4 rum 839 m² Slutpris 6 050 000 kr +8 % Erik Olsson Fastighetsförmedling",2021,9,3,Sörby,31.8,0.0,0.0,höst,1,0,xl (100-150)
7600000,0.0,154.0,5.0,2021-09-12,15.0,49351.0,Villa Gamla Hjärsta,https://www.hemnet.se/salda/villa-5rum-gamla-hjarsta-orebro-kommun-hjarstavagen-6-1455242,villor,"Såld 12 sep. 2021 Hjärstavägen 6 Villa Gamla Hjärsta, Örebro kommun 154+100 m² 5 rum 991 m² Slutpris 7 600 000 kr +15 % Erik Olsson Fastighetsförmedling",2021,9,3,Gamla Hjärsta,30.8,0.0,0.0,höst,1,0,xxl (150+)
6620000,0.0,129.0,5.0,2021-09-12,,51318.0,Villa Örebro,https://www.hemnet.se/salda/villa-5rum-almby-norrbyas-orebro-kommun-albanogatan-6-1455143,villor,"Maps Data: Google © 2026 Såld 12 sep. 2021 Albanogatan 6 Villa Örebro, Örebro kommun 129 m² 5 rum 902 m² Slutpris 6 620 000 kr Lejons Mäkleri",2021,9,3,Örebro,25.8,0.0,0.0,höst,0,0,xl (100-150)
3600000,0.0,142.0,6.0,2021-09-12,13.0,25352.0,Villa Norra Bro,https://www.hemnet.se/salda/villa-6rum-norra-bro-orebro-kommun-silver-anders-vag-52-1455181,villor,"Såld 12 sep. 2021 Silver-Anders väg 52 Villa Norra Bro, Örebro kommun 142 m² 6 rum 310 m² Slutpris 3 600 000 kr +13 % Erik Olsson Fastighetsförmedling",2021,9,3,Norra Bro,23.7,0.0,0.0,höst,1,0,xl (100-150)
1250000,0.0,44.0,2.0,2021-09-12,26.0,28409.0,Fritidshus Furunäs,https://www.hemnet.se/salda/villa-2rum-furunas-orebro-kommun-furunas-220-1455296,villor,"Maps Data: Google © 2026 Såld 12 sep. 2021 Furunäs 220 Fritidshus Furunäs, Örebro kommun 44 m² 2 rum 2 038 m² Slutpris 1 250 000 kr +26 % Mäklarhuset Örebro",2021,9,3,Fritidshus Furunäs,22.0,0.0,0.0,höst,1,0,liten (40-60)
3400000,0.0,128.0,4.0,2021-09-12,18.0,26562.0,Villa Vintrosa,https://www.hemnet.se/salda/villa-4rum-vintrosa-orebro-kommun-rastorpsvagen-8-1455273,villor,"Maps Data: Google © 2026 Såld 12 sep. 2021 Rastorpsvägen 8 Villa Vintrosa, Örebro kommun 128+10 m² 4 rum 968 m² Slutpris 3 400 000 kr +18 % Mäklarhuset Örebro",2021,9,3,Vintrosa,32.0,0.0,0.0,höst,1,0,xl (100-150)
6400000,0.0,185.0,5.0,2021-09-11,10.0,34595.0,Råby,https://www.hemnet.se/salda/villa-5rum-mosjo-raby-orebro-kommun-mosjo-raby-705-1455067,villor,"Maps Data: Google © 2026 Såld 11 sep. 2021 Mosjö-Råby 705 Villa Mosjö-Råby, Örebro kommun 185+66 m² 5 rum 1 933 m² Slutpris 6 400 000 kr +10 % Bjurfors Örebro",2021,9,3,Råby,37.0,0.0,0.0,höst,1,0,xxl (150+)
3550000,0.0,163.0,7.0,2021-09-10,20.0,21779.0,Villa Garphyttan,https://www.hemnet.se/salda/villa-7rum-garphyttan-orebro-kommun-skogsrundan-27-1454858,villor,"Maps Data: Google © 2026 Såld 10 sep. 2021 Skogsrundan 27 Villa Garphyttan, Örebro kommun 163 m² 7 rum 1 047 m² Slutpris 3 550 000 kr +20 % LF Fastighetsförmedling Örebro",2021,9,3,Garphyttan,23.3,0.0,0.0,höst,1,0,xxl (150+)
1895000,0.0,156.0,7.0,2021-09-10,0.0,12147.0,Villa Odensbacken,https://www.hemnet.se/salda/villa-7rum-orebro-kommun-vilhelmsberg-464-1454484,villor,"Maps Data: Google © 2026 Såld 10 sep. 2021 Vilhelmsberg 464 Villa Odensbacken, Örebro kommun 156+7 m² 7 rum 1 915 m² Slutpris 1 895 000 kr ±0 % Notar",2021,9,3,Odensbacken,22.3,0.0,0.0,höst,0,0,xxl (150+)
4995000,0.0,145.0,5.0,2021-09-09,4.0,34448.0,Villa Hagaby,https://www.hemnet.se/salda/villa-5rum-hagaby-orebro-kommun-hagabyvagen-21-1454018,villor,"Maps Data: Google © 2026 Såld 9 sep. 2021 Hagabyvägen 21 Villa Hagaby, Örebro kommun 145+94 m² 5 rum 1 054 m² Uteplats Slutpris 4 995 000 kr +4 % Fastighetsbyrån Örebro",2021,9,3,Hagaby,29.0,0.0,0.0,höst,1,0,xl (100-150)
1760000,0.0,70.0,3.0,2021-09-09,18.0,25143.0,Villa Glanshammar,https://www.hemnet.se/salda/villa-3rum-glanshammar-orebro-kommun-rone-220-rone-222-1453337,villor,"Såld 9 sep. 2021 Röne 220 & Röne 222 Villa Glanshammar, Örebro kommun 70 m² 3 rum 5 248 m² Uteplats Slutpris 1 760 000 kr +18 % Svensk Fastighetsförmedling Örebro",2021,9,3,Glanshammar,23.3,0.0,0.0,höst,1,0,medel (60-80)
6120000,0.0,120.0,4.0,2021-09-08,4.0,51000.0,Villa Sörby,https://www.hemnet.se/salda/villa-4rum-sorby-orebro-kommun-sandgatan-15-1453527,villor,"Maps Data: Google © 2026 Såld 8 sep. 2021 Sandgatan 15 Villa Sörby, Örebro kommun 120+76 m² 4 rum 377 m² Slutpris 6 120 000 kr +4 % Bjurfors Örebro",2021,9,3,Sörby,30.0,0.0,0.0,höst,1,0,xl (100-150)
6600000,0.0,130.0,5.0,2021-09-08,16.0,50769.0,Villa Örebro,https://www.hemnet.se/salda/villa-5rum-orebro-orebro-kommun-sodra-kalltorpsvagen-38-1452777,villor,"Såld 8 sep. 2021 Södra Källtorpsvägen 38 Villa Örebro, Örebro kommun 130+83 m² 5 rum 733 m² Slutpris 6 600 000 kr +16 % Svensk Fastighetsförmedling Örebro",2021,9,3,Örebro,26.0,0.0,0.0,höst,1,0,xl (100-150)
6800000,0.0,141.0,5.0,2021-09-08,6.0,48227.0,Villa Sörbyängen,https://www.hemnet.se/salda/villa-5rum-sorbyangen-orebro-kommun-paprikagatan-1-1452638,villor,"Maps Data: Google © 2026 Såld 8 sep. 2021 Paprikagatan 1 Villa Sörbyängen, Örebro kommun 141+33 m² 5 rum 752 m² Slutpris 6 800 000 kr +6 % Erik Olsson Fastighetsförmedling",2021,9,3,Sörbyängen,28.2,0.0,0.0,höst,1,0,xl (100-150)
5100000,0.0,97.0,5.0,2021-09-08,20.0,52577.0,Villa Ekeby Almby,https://www.hemnet.se/salda/villa-5rum-ekeby-almby-orebro-kommun-svampvagen-17-1470332,villor,"Maps Data: Google © 2026 Såld 8 sep. 2021 Svampvägen 17 Villa Ekeby Almby, Örebro kommun 97 m² 5 rum 1 031 m² Slutpris 5 100 000 kr +20 % LF Fastighetsförmedling Örebro",2021,9,3,Ekeby Almby,19.4,0.0,0.0,höst,1,0,stor (80-100)
1850000,0.0,109.0,4.0,2021-09-05,-7.0,16972.0,Villa Ervalla,https://www.hemnet.se/salda/villa-4rum-ervalla-orebro-kommun-knutsbergsvagen-7-1451240,villor,"Maps Data: Google © 2026 Såld 5 sep. 2021 Knutsbergsvägen 7 Villa Ervalla, Örebro kommun 109+53 m² 4 rum 1 447 m² Balkong Uteplats Slutpris 1 850 000 kr -7 % Fastighetsbyrån Örebro",2021,9,3,Ervalla,27.2,0.0,0.0,höst,0,1,xl (100-150)
4575000,0.0,177.0,6.0,2021-09-05,0.0,25847.0,Villa Örebro,https://www.hemnet.se/salda/villa-6rum-adolfsberg-mosjo-orebro-kommun-sofiebergsvagen-9-1450567,villor,"Maps Data: Google © 2026 Såld 5 sep. 2021 Sofiebergsvägen 9 Villa Örebro, Örebro kommun 177 m² 6 rum 661 m² Slutpris 4 575 000 kr ±0 % Notar",2021,9,3,Örebro,29.5,0.0,0.0,höst,0,0,xxl (150+)
4895000,0.0,139.0,5.0,2021-09-03,0.0,35216.0,Villa Örebro,https://www.hemnet.se/salda/villa-5rum-orebro-orebro-kommun-emilie-risbergs-vag-6-1449982,villor,"Såld 3 sep. 2021 Emilie Risbergs väg 6 Villa Örebro, Örebro kommun 139+29 m² 5 rum 850 m² Uteplats Slutpris 4 895 000 kr ±0 % Svensk Fastighetsförmedling Örebro",2021,9,3,Örebro,27.8,0.0,0.0,höst,0,0,xl (100-150)
2310000,0.0,155.0,7.0,2021-09-03,16.0,14903.0,Villa Odensbacken,https://www.hemnet.se/salda/villa-7rum-odensbacken-orebro-kommun-helgesta-321-1449642,villor,"Maps Data: Google © 2026 Såld 3 sep. 2021 Helgesta 321 Villa Odensbacken, Örebro kommun 155+28 m² 7 rum 1 868 m² Slutpris 2 310 000 kr +16 % HusmanHagberg Örebro",2021,9,3,Odensbacken,22.1,0.0,0.0,höst,1,0,xxl (150+)
2500000,0.0,124.0,5.0,2021-09-02,35.0,20161.0,Villa Järle,https://www.hemnet.se/salda/villa-5rum-jarle-orebro-kommun-jarle-byvag-9-1448703,villor,"Maps Data: Google © 2026 Såld 2 sep. 2021 Järle Byväg 9 Villa Järle, Örebro kommun 124+75 m² 5 rum 3 650 m² Slutpris 2 500 000 kr +35 % LF Fastighetsförmedling Lindesberg",2021,9,3,Järle,24.8,0.0,0.0,höst,1,0,xl (100-150)
1150000,0.0,66.0,3.0,2021-09-01,21.0,17424.0,Fritidshus Odensbacken,https://www.hemnet.se/salda/villa-3rum-odensbacken-orebro-kommun-lannas-1028-1448164,villor,"Maps Data: Google © 2026 Såld 1 sep. 2021 Lännäs 1028 Fritidshus Odensbacken, Örebro kommun 66 m² 3 rum 2 615 m² Uteplats Slutpris 1 150 000 kr +21 % Fastighetsbyrån Örebro",2021,9,3,Fritidshus Odensbacken,22.0,0.0,0.0,höst,1,0,medel (60-80)
2500000,0.0,127.0,5.0,2021-09-01,-9.0,19685.0,Villa Odensbacken,https://www.hemnet.se/salda/villa-5rum-odensbacken-orebro-kommun-hore-315-1446856,villor,"Maps Data: Google © 2026 Såld 1 sep. 2021 Höre 315 Villa Odensbacken, Örebro kommun 127 m² 5 rum 4 595 m² Slutpris 2 500 000 kr -9 % LF Fastighetsförmedling Örebro",2021,9,3,Odensbacken,25.4,0.0,0.0,höst,0,1,xl (100-150)
6570000,0.0,176.0,7.0,2021-08-31,47.0,37330.0,Villa Örebro,https://www.hemnet.se/salda/villa-7rum-brickebacken-gallersta-orebro-kommun-brickebergsvagen-43-1446852,villor,"Maps Data: Google © 2026 Såld 31 aug. 2021 Brickebergsvägen 43 Villa Örebro, Örebro kommun 176+79 m² 7 rum 1 424 m² Slutpris 6 570 000 kr +47 % LF Fastighetsförmedling Örebro",2021,8,3,Örebro,25.1,0.0,0.0,sommar,1,0,xxl (150+)
7000000,0.0,164.0,6.0,2021-08-31,19.0,42683.0,Villa Eyra/Sörby,https://www.hemnet.se/salda/villa-6rum-eyra-sorby-orebro-kommun-femkampsgatan-23-1446514,villor,"Maps Data: Google © 2026 Såld 31 aug. 2021 Femkampsgatan 23 Villa Eyra/Sörby, Örebro kommun 164+12 m² 6 rum 825 m² Slutpris 7 000 000 kr +19 % LF Fastighetsförmedling Örebro",2021,8,3,Eyra/Sörby,27.3,0.0,0.0,sommar,1,0,xxl (150+)
3425000,0.0,64.0,3.0,2021-08-30,7.0,53516.0,Almby,https://www.hemnet.se/salda/villa-3rum-ekeby-almby-orebro-kommun-framnasudden-12-1446213,villor,"Maps Data: Google © 2026 Såld 30 aug. 2021 Framnäsudden 12 Villa Ekeby-Almby, Örebro kommun 64 m² 3 rum 1 856 m² Uteplats Slutpris 3 425 000 kr +7 % Fastighetsbyrån Örebro",2021,8,3,Almby,21.3,0.0,0.0,sommar,1,0,medel (60-80)
4700000,0.0,116.0,5.0,2021-08-30,5.0,40517.0,Villa Mosås,https://www.hemnet.se/salda/villa-5rum-mosas-orebro-kommun-prastgardsvagen-17-1446465,villor,"Såld 30 aug. 2021 Prästgårdsvägen 17 Villa Mosås, Örebro kommun 116+78 m² 5 rum 1 225 m² Slutpris 4 700 000 kr +5 % Notar",2021,8,3,Mosås,23.2,0.0,0.0,sommar,1,0,xl (100-150)
1700000,0.0,130.0,3.0,2021-08-30,-6.0,13077.0,Villa Örebro,https://www.hemnet.se/salda/villa-3rum-orebro-kommun-stortloppsvagen-7-1446032,villor,"Maps Data: Google © 2026 Såld 30 aug. 2021 Störtloppsvägen 7 Villa Örebro, Örebro kommun 130 m² 3 rum 2 068 m² Slutpris 1 700 000 kr -6 % LF Fastighetsförmedling Örebro",2021,8,3,Örebro,43.3,0.0,0.0,sommar,0,1,xl (100-150)
6225000,0.0,151.0,6.0,2021-08-30,38.0,41225.0,Villa Vintrosa,https://www.hemnet.se/salda/villa-6rum-vintrosa-orebro-kommun-hagvagen-33-1446339,villor,"Maps Data: Google © 2026 Såld 30 aug. 2021 Hagvägen 33 Villa Vintrosa, Örebro kommun 151+44 m² 6 rum 1,8 ha Slutpris 6 225 000 kr +38 % Mäklarhuset Örebro",2021,8,3,Vintrosa,25.2,0.0,0.0,sommar,1,0,xxl (150+)
5100000,0.0,207.0,8.0,2021-08-27,22.0,24638.0,Villa Kårsta,https://www.hemnet.se/salda/villa-8rum-karsta-orebro-kommun-karsta-717-1444407,villor,"Maps Data: Google © 2026 Såld 27 aug. 2021 Kårsta 717 Villa Kårsta, Örebro kommun 207+80 m² 8 rum 3 937 m² Slutpris 5 100 000 kr +22 % LF Fastighetsförmedling Örebro",2021,8,3,Kårsta,25.9,0.0,0.0,sommar,1,0,xxl (150+)
